도서명,island_lon,island_lat,grid_no,gid,rank_nn,dist_m_est,weight_inv_dist2
대옥대도-1,997308.4191693455,1619454.1076472022,GR2_G1E41,1443,3,3707.3688941325154,7.275592471321342e-08
대옥대도-2,997355.3940867818,1619428.715382143,GR2_G1E34,1506,1,1816.1576213363085,3.031745860631649e-07
대옥대도-2,997355.3940867818,1619428.715382143,GR2_G1E33,1505,2,3048.892876809351,1.0757605700028564e-07
대옥대도-2,997355.3940867818,1619428.715382143,GR2_G1E41,1443,3,3678.2399481249136,7.391283396054121e-08
소옥대도,997631.0058342838,1619774.917759454,GR2_G1E34,1506,1,1434.6848669146034,4.858327130596762e-07
소옥대도,997631.0058342838,1619774.917759454,GR2_G1E33,1505,2,3102.399529759677,1.0389735776446654e-07
소옥대도,997631.0058342838,1619774.917759454,GR2_G1E41,1443,3,3274.0634850093265,9.328799670145242e-08
소옥대도-1,997619.3354906081,1619999.9530525473,GR2_G1E34,1506,1,1211.2386798546636,6.816167301905915e-07
소옥대도-1,997619.3354906081,1619999.9530525473,GR2_G1E33,1505,2,2994.439670465308,1.115241228555483e-07
소옥대도-1,997619.3354906081,1619999.9530525473,GR2_G1E41,1443,3,3192.9403562393036,9.808855693745079e-08
용바위,999629.653088803,1621270.6680373284,GR2_G1E41,1443,1,948.2467504207517,1.1121331618779581e-06
용바위,999629.653088803,1621270.6680373284,GR2_G1E34,1506,2,1903.3055658346962,2.7604688125310086e-07
용바위,999629.653088803,1621270.6680373284,GR2_G1E42,1444,3,3794.8492796199002,6.9440190967372e-08
용바위-1,999702.5116871665,1627329.901767669,GR2_F2P14,1886,1,1177.805739997705,7.208623676190182e-07
용바위-1,999702.5116871665,1627329.901767669,GR2_F2P13,1885,2,2126.0663599054787,2.212311476467885e-07
용바위-1,999702.5116871665,1627329.901767669,GR2_F2P21,1823,3,3802.1908350319563,6.917228921410154e-08
외매물도,1001187.9519353338,1622605.161481451,GR2_G1E41,1443,1,1527.1654813843359,4.2877318334613414e-07
외매물도,1001187.9519353338,1622605.161481451,GR2_G1E42,1444,2,2637.3104591027495,1.437730292700522e-07
외매물도,1001187.9519353338,1622605.161481451,GR2_G1E34,1506,3,3732.5370049022404,7.177806140914535e-08
내매몰도,1000784.5860153089,1622396.7175118865,GR2_G1E41,1443,1,1208.805320410352,6.843637180911562e-07
내매몰도,1000784.5860153089,1622396.7175118865,GR2_G1E42,1444,2,2895.241717063432,1.1929721153423997e-07
내매몰도,1000784.5860153089,1622396.7175118865,GR2_G1E34,1506,3,3280.7211914167992,9.290975435569379e-08
내매몰도-1,1001151.8684461348,1622520.745398771,GR2_G1E41,1443,1,1435.3644176277646,4.853728024603962e-07
내매몰도-1,1001151.8684461348,1622520.745398771,GR2_G1E42,1444,2,2624.7090496794935,1.4515687156192588e-07
내매몰도-1,1001151.8684461348,1622520.745398771,GR2_G1E34,1506,3,3668.018882989018,7.432532933053407e-08
원주도-1,997256.4098988292,1631132.8091340247,GR2_F2P13,1885,1,3048.620176825623,1.0759530327971163e-07
원주도-1,997256.4098988292,1631132.8091340247,GR2_F2P12,1822,2,3833.646826541407,6.804179594116554e-08
원주도-1,997256.4098988292,1631132.8091340247,GR2_F2N43,2007,3,3931.7565152069637,6.468844948415238e-08
문도,995433.5440005137,1634610.002486578,GR2_F2N42,1944,1,693.6867614252407,2.0781279562703766e-06
문도,995433.5440005137,1634610.002486578,GR2_F2N43,2007,2,2336.424627583281,1.8318772521388648e-07
문도,995433.5440005137,1634610.002486578,GR2_F2N41,1943,3,3417.745838377361,8.560919957247598e-08
적도,995989.1100735822,1631644.3143287485,GR2_F2N42,1944,1,3567.23647308244,7.858436827138292e-08
적도,995989.1100735822,1631644.3143287485,GR2_F2P12,1822,2,3691.7161297115213,7.33741984542716e-08
적도,995989.1100735822,1631644.3143287485,GR2_F2N43,2007,3,3812.615124979498,6.879455048948312e-08
소백일도,995910.5553577265,1633381.923729981,GR2_F2N42,1944,1,1946.0756993057403,2.640465066059806e-07
소백일도,995910.5553577265,1633381.923729981,GR2_F2N43,2007,2,2459.44051602724,1.6532071763604184e-07
소백일도,995910.5553577265,1633381.923729981,GR2_F2N41,1943,3,4207.7540535967755,5.648059736615502e-08
컬도,997385.4557011109,1631788.868703031,GR2_F2N43,2007,1,3265.2860520790455,9.379020667249932e-08
컬도,997385.4557011109,1631788.868703031,GR2_F2P13,1885,2,3683.872478347364,7.368698576662434e-08
컬도,997385.4557011109,1631788.868703031,GR2_F2N42,1944,3,4097.966290617801,5.954745582191976e-08
길마도,995714.9938624847,1632256.5956418847,GR2_F2N42,1944,1,2901.0983776156754,1.1881602968008537e-07
길마도,995714.9938624847,1632256.5956418847,GR2_F2N43,2007,2,3433.336510094332,8.483346763747602e-08
길마도,995714.9938624847,1632256.5956418847,GR2_F2P12,1822,3,4217.278491835091,5.622577024253947e-08
해화도,996252.9989247973,1632682.328449263,GR2_F2N42,1944,1,2722.2750632375823,1.3493851658867676e-07
해화도,996252.9989247973,1632682.328449263,GR2_F2N43,2007,2,2779.0292244979532,1.2948328710469698e-07
해화도,996252.9989247973,1632682.328449263,GR2_F2P12,1822,3,4761.477409513238,4.410791454115745e-08
우모도,995660.2842623095,1630784.5692145033,GR2_F2P12,1822,1,2773.513967855112,1.299987656766226e-07
우모도,995660.2842623095,1630784.5692145033,GR2_F2P13,1885,2,3372.5959849883325,8.791668912024336e-08
우모도,995660.2842623095,1630784.5692145033,GR2_F2N42,1944,3,4322.175258949403,5.352975192468595e-08
가지도,995539.8051127755,1646257.6853751745,GR2_F2L22,1568,1,2687.6696778407477,1.3843571769841725e-07
가지도,995539.8051127755,1646257.6853751745,GR2_F2L23,1631,2,3408.3412607135956,8.608229132573557e-08
가지도,995539.8051127755,1646257.6853751745,GR2_F2M32,1938,3,4354.5171236269625,5.273755261688047e-08
다래도,995847.970965687,1641486.1305065397,GR2_F2M32,1938,1,1064.5615948926506,8.823848191548192e-07
다래도,995847.970965687,1641486.1305065397,GR2_F2M33,2001,2,1940.9806456480596,2.6543456424036413e-07
다래도,995847.970965687,1641486.1305065397,GR2_F2M31,1937,3,3827.8479867202345,6.82481062826575e-08
동도,996346.9186288792,1643530.7992657414,GR2_F2M33,2001,1,2101.596987728582,2.2641282685378775e-07
동도,996346.9186288792,1643530.7992657414,GR2_F2M32,1938,2,2147.9800746956635,2.1674016969985745e-07
동도,996346.9186288792,1643530.7992657414,GR2_F2M34,2002,3,4513.229448648184,4.909363079574878e-08
효도,997562.7619063733,1643197.9000884863,GR2_F2M33,2001,1,1258.7190980455086,6.311638005939366e-07
효도,997562.7619063733,1643197.9000884863,GR2_F2M32,1938,2,2948.3505748203493,1.1503810143769219e-07
효도,997562.7619063733,1643197.9000884863,GR2_F2M34,2002,3,3259.7853580357273,9.410700450464478e-08
죽1도,997283.6451659527,1643352.2268727275,GR2_F2M33,2001,1,1471.6758469618235,4.6171658500671145e-07
죽1도,997283.6451659527,1643352.2268727275,GR2_F2M32,1938,2,2772.6250957585353,1.3008213128051588e-07
죽1도,997283.6451659527,1643352.2268727275,GR2_F2M34,2002,3,3576.892860965201,7.816063918250734e-08
죽2도,998032.8032138924,1643849.3010979197,GR2_F2M33,2001,1,1922.2143149170079,2.706426692821273e-07
죽2도,998032.8032138924,1643849.3010979197,GR2_F2M34,2002,2,3172.615028444834,9.934938947373684e-08
죽2도,998032.8032138924,1643849.3010979197,GR2_F2M32,1938,3,3670.6143149437185,7.422025802450365e-08
소도,997632.660582133,1644191.1438369257,GR2_F2M33,2001,1,2242.6856123881007,1.988213964637464e-07
소도,997632.660582133,1644191.1438369257,GR2_F2M32,1938,2,3540.2057179560156,7.978898987493615e-08
소도,997632.660582133,1644191.1438369257,GR2_F2M34,2002,3,3697.9318518611626,7.312774161488028e-08
장도,996063.9044434068,1644108.9723702222,GR2_F2M32,1938,1,2455.558017022444,1.6584391019210684e-07
장도,996063.9044434068,1644108.9723702222,GR2_F2M33,2001,2,2728.104194761009,1.3436248732905797e-07
장도,996063.9044434068,1644108.9723702222,GR2_F2M31,1937,3,4556.930201961446,4.8156534474479e-08
조발2,1003265.383430088,1626455.6555869034,GR2_F2P21,1823,1,1673.0522082305617,3.5725709118674e-07
조발2,1003265.383430088,1626455.6555869034,GR2_F2P14,1886,2,3163.7681101078538,9.990579228926247e-08
조발2,1003265.383430088,1626455.6555869034,GR2_F2P22,1824,3,3434.046962551334,8.47983697447713e-08
안도11,1027902.7126829464,1608647.7925511636,GR2_G1I33,1761,1,1714.4135661233654,3.402269117051796e-07
안도11,1027902.7126829464,1608647.7925511636,GR2_G1I32,1698,2,2063.125832450134,2.349354016632099e-07
안도11,1027902.7126829464,1608647.7925511636,GR2_G1I34,1762,3,4230.1066333378485,5.58852689262283e-08
횡간6,1024624.66843146,1618881.370890318,GR2_G1F31,1445,1,2671.5028689990886,1.4011629637608866e-07
횡간6,1024624.66843146,1618881.370890318,GR2_G1F32,1446,2,2844.611579453931,1.235816527845445e-07
횡간6,1024624.66843146,1618881.370890318,GR2_G1H13,1389,3,4727.460720546729,4.474495981908652e-08
신월1,1017885.9153492536,1636112.0823330432,GR2_F2O22,1820,1,1088.0592388268087,8.446845512189547e-07
신월1,1017885.9153492536,1636112.0823330432,GR2_F2O23,1883,2,2802.606423102158,1.2731386969949532e-07
신월1,1017885.9153492536,1636112.0823330432,GR2_F2O21,1819,3,3269.2673915121964,9.356190889354383e-08
경호2,1019187.5023996917,1635943.7031727263,GR2_F2O23,1883,1,1569.039330394069,4.0619274631741773e-07
경호2,1019187.5023996917,1635943.7031727263,GR2_F2O22,1820,2,1786.7917597221108,3.132218007868153e-07
경호2,1019187.5023996917,1635943.7031727263,GR2_F2O24,1884,3,4231.60323005694,5.584574588459398e-08
월내1,1020334.9081471682,1652031.9149085837,GR2_F2L43,1759,1,3145.9738447503496,1.0103916322250121e-07
월내1,1020334.9081471682,1652031.9149085837,GR2_F2K33,1753,2,3772.587293532749,7.02621401676851e-08
월내1,1020334.9081471682,1652031.9149085837,GR2_F2L42,1696,3,4163.2723107416405,5.76939586269417e-08
개도11,1017219.3669299893,1618360.1674170555,GR2_G1F23,1383,1,2897.2902975736347,1.1912856877624699e-07
개도11,1017219.3669299893,1618360.1674170555,GR2_G1F14,1382,2,3733.373933733933,7.17458833351628e-08
개도11,1017219.3669299893,1618360.1674170555,GR2_G1G43,1515,3,4077.8079344114467,6.01376482815464e-08
금성1,1023422.6459701505,1622006.9186424636,GR2_G1F31,1445,1,773.753165348848,1.6702996773479435e-06
금성1,1023422.6459701505,1622006.9186424636,GR2_G1F32,1446,2,2890.2061661151483,1.1971327211807416e-07
금성1,1023422.6459701505,1622006.9186424636,GR2_G1F24,1384,3,3011.3426489035514,1.1027564385233011e-07
봉전2,1022939.6054241104,1645566.8261651732,GR2_F2L44,1760,1,3346.65562123332,8.928487845861706e-08
봉전2,1022939.6054241104,1645566.8261651732,GR2_F2N14,1878,2,3605.879173405369,7.690908175854621e-08
봉전2,1022939.6054241104,1645566.8261651732,GR2_F2L43,1759,3,4149.552646544085,5.8076096316056336e-08
여동1,1009188.793228209,1655252.9962274968,GR2_F2K23,1627,1,541.6101698654232,3.4089834939387315e-06
여동1,1009188.793228209,1655252.9962274968,GR2_F2K24,1628,2,2786.938059527395,1.2874942883419415e-07
여동1,1009188.793228209,1655252.9962274968,GR2_F2K22,1564,3,2987.373765181582,1.120523130292374e-07
심장1,1024646.8442850003,1610813.8652400943,GR2_G1I31,1697,1,3629.641958809824,7.5905351117702e-08
심장1,1024646.8442850003,1610813.8652400943,GR2_G1H13,1389,2,3729.0773849012235,7.191130615791337e-08
심장1,1024646.8442850003,1610813.8652400943,GR2_G1I32,1698,3,3758.611878240093,7.07856143112156e-08
심장2,1024591.2970321735,1610696.1918649431,GR2_G1I31,1697,1,3500.0559286292873,8.163003754464188e-08
심장2,1024591.2970321735,1610696.1918649431,GR2_G1I32,1698,2,3677.219821383974,7.395384913789132e-08
심장2,1024591.2970321735,1610696.1918649431,GR2_G1H13,1389,3,3821.975991598941,6.845797697467996e-08
심장3,1024486.06934116,1610640.7366125258,GR2_G1I31,1697,1,3412.9526282805673,8.584983050737768e-08
심장3,1024486.06934116,1610640.7366125258,GR2_G1I32,1698,2,3677.0876078612714,7.395916740877044e-08
심장3,1024486.06934116,1610640.7366125258,GR2_G1H13,1389,3,3842.992477542749,6.771126100890795e-08
심장4,1024847.9351916829,1610645.9452371537,GR2_G1I32,1698,1,3522.7147781516073,8.058329146536511e-08
심장4,1024847.9351916829,1610645.9452371537,GR2_G1I31,1697,2,3549.8356821289603,7.93566753034898e-08
심장4,1024847.9351916829,1610645.9452371537,GR2_G1H14,1390,3,3933.265991569525,6.463880781613493e-08
심장5,1024916.9739835914,1610457.697143716,GR2_G1I32,1698,1,3322.5585933058255,9.058466107295994e-08
심장5,1024916.9739835914,1610457.697143716,GR2_G1I31,1697,2,3409.136658134901,8.6042127703052e-08
심장5,1024916.9739835914,1610457.697143716,GR2_G1H14,1390,3,4087.3551964557546,5.985703684746236e-08
유송4,1024793.7126034325,1615665.9745282582,GR2_G1H13,1389,1,1951.8828079086975,2.6247769788683197e-07
유송4,1024793.7126034325,1615665.9745282582,GR2_G1H14,1390,2,1962.3424761142176,2.5968704119385527e-07
유송4,1024793.7126034325,1615665.9745282582,GR2_G1G44,1516,3,4473.948201464792,4.995949905964373e-08
유송5,1025338.799616671,1615732.2571668613,GR2_G1H14,1390,1,1662.5720939841544,3.617752643716857e-07
유송5,1025338.799616671,1615732.2571668613,GR2_G1H13,1389,2,2414.8806620982587,1.7147806649975364e-07
유송5,1025338.799616671,1615732.2571668613,GR2_G1H23,1391,3,3992.983434258497,6.271984203776964e-08
안도7,1029719.5697750499,1611220.67230839,GR2_G1H23,1391,1,3181.279464734517,9.880895651465663e-08
안도7,1029719.5697750499,1611220.67230839,GR2_G1H24,1392,2,3828.612888264041,6.822083903725607e-08
안도7,1029719.5697750499,1611220.67230839,GR2_G1I33,1761,3,3848.177436268837,6.752891829913e-08
안도8,1029667.3452222848,1609750.5984702476,GR2_G1I33,1761,1,2395.9019561483187,1.7420549106832538e-07
안도8,1029667.3452222848,1609750.5984702476,GR2_G1I34,1762,2,3256.8308213334826,9.427782620545424e-08
안도8,1029667.3452222848,1609750.5984702476,GR2_G1I32,1698,3,4140.49118081934,5.8330573553927315e-08
안도9,1026953.7601907328,1609787.95529777,GR2_G1I32,1698,1,2476.367999488439,1.6306830712398857e-07
안도9,1026953.7601907328,1609787.95529777,GR2_G1I33,1761,2,3195.2453795281926,9.794708746822246e-08
안도9,1026953.7601907328,1609787.95529777,GR2_G1I31,1697,3,4280.768828794908,5.4570310531379824e-08
안도12,1026796.8666932455,1608984.088002379,GR2_G1I32,1698,1,1662.9284943779571,3.6162020901774613e-07
안도12,1026796.8666932455,1608984.088002379,GR2_G1I33,1761,2,2784.108281177494,1.290112846363644e-07
안도12,1026796.8666932455,1608984.088002379,GR2_G1I31,1697,3,3748.4115082876287,7.117138936587839e-08
연도6,1026286.1599324266,1606560.6873990996,GR2_G1I32,1698,1,854.039151630375,1.3710201687739744e-06
연도6,1026286.1599324266,1606560.6873990996,GR2_G1I33,1761,2,2944.4969838407446,1.153394091521581e-07
연도6,1026286.1599324266,1606560.6873990996,GR2_G1I31,1697,3,3010.6697171196925,1.1032494601951684e-07
연도7,1029087.3208760832,1606442.9538430953,GR2_G1I33,1761,1,979.567734729915,1.0421508902191102e-06
연도7,1029087.3208760832,1606442.9538430953,GR2_G1I32,1698,2,2999.608258725447,1.1114012231591094e-07
연도7,1029087.3208760832,1606442.9538430953,GR2_G1I34,1762,3,3032.6835683911886,1.0872909078952393e-07
연도8,1026135.7777337964,1604033.5612847833,GR2_G1I32,1698,1,3382.268384929432,8.741457083931863e-08
연도8,1026135.7777337964,1604033.5612847833,GR2_G1J42,1704,2,3536.6566102649085,7.994921000063016e-08
연도8,1026135.7777337964,1604033.5612847833,GR2_G1I31,1697,3,4344.890105637198,5.297151379542239e-08
화태1,1022057.0072455533,1620338.410023747,GR2_G1F31,1445,1,1583.49919881774,3.988082472718478e-07
화태1,1022057.0072455533,1620338.410023747,GR2_G1F24,1384,2,1781.8559723560513,3.149594686661027e-07
화태1,1022057.0072455533,1620338.410023747,GR2_G1F32,1446,3,4250.523295991571,5.534968765127329e-08
횡간2,1024065.9270830329,1620908.2245519666,GR2_G1F31,1445,1,776.4551242296744,1.6586950888084312e-06
횡간2,1024065.9270830329,1620908.2245519666,GR2_G1F32,1446,2,2170.1967953048547,2.1232526369696334e-07
횡간2,1024065.9270830329,1620908.2245519666,GR2_G1F24,1384,3,3566.7943458835484,7.860385155744274e-08
횡간4,1023996.8088113961,1620068.947181569,GR2_G1F31,1445,1,1328.218228823133,5.668405114096201e-07
횡간4,1023996.8088113961,1620068.947181569,GR2_G1F32,1446,2,2505.508381995745,1.5929722518832133e-07
횡간4,1023996.8088113961,1620068.947181569,GR2_G1F24,1384,3,3671.2719054169634,7.419367205584023e-08
횡간5,1024703.7751971575,1619113.8763255174,GR2_G1F31,1445,1,2510.4417335834846,1.5867176002415495e-07
횡간5,1024703.7751971575,1619113.8763255174,GR2_G1F32,1446,2,2608.260540456114,1.4699345366206927e-07
횡간5,1024703.7751971575,1619113.8763255174,GR2_G1F24,1384,3,4693.694198567931,4.539106763582446e-08
월호2,1016921.4839002899,1621597.2211427633,GR2_G1F23,1383,1,832.6760124974998,1.442272311311126e-06
월호2,1016921.4839002899,1621597.2211427633,GR2_G1F14,1382,2,2138.3613286009695,2.1869442973451945e-07
월호2,1016921.4839002899,1621597.2211427633,GR2_G1F24,1384,3,3610.9283252908704,7.669414860392203e-08
개도2,1012762.5993056454,1618013.3286830105,GR2_G1F13,1381,1,3297.4693496320024,9.196835642165712e-08
개도2,1012762.5993056454,1618013.3286830105,GR2_G1G41,1451,2,3796.1820544014354,6.93914409961834e-08
개도2,1012762.5993056454,1618013.3286830105,GR2_G1F14,1382,3,3806.599122739554,6.901217003354812e-08
개도4,1012877.7105274599,1618045.744740236,GR2_G1F13,1381,1,3295.88692146426,9.205668969563901e-08
개도4,1012877.7105274599,1618045.744740236,GR2_G1F14,1382,2,3718.031875754693,7.233920823383e-08
개도4,1012877.7105274599,1618045.744740236,GR2_G1G41,1451,3,3853.154394549432,6.73545824193296e-08
상화1,1008625.0761665262,1622607.7922710655,GR2_G1E44,1508,1,1482.451430869393,4.5502876854617896e-07
상화1,1008625.0761665262,1622607.7922710655,GR2_G1E43,1507,2,2737.6521493438586,1.3342690489576896e-07
상화1,1008625.0761665262,1622607.7922710655,GR2_G1F13,1381,3,3622.6223558761085,7.619980169177217e-08
하화3,1009209.1123638672,1621654.311490013,GR2_G1E44,1508,1,452.5015260759968,4.88379901068111e-06
하화3,1009209.1123638672,1621654.311490013,GR2_G1F13,1381,2,2794.5828939076487,1.2804598098936377e-07
하화3,1009209.1123638672,1621654.311490013,GR2_G1E43,1507,3,2970.5722219516006,1.133234322355057e-07
낭도7,1004649.8608930841,1620400.3738051173,GR2_G1E42,1444,1,1467.3128384686095,4.6446646543911566e-07
낭도7,1004649.8608930841,1620400.3738051173,GR2_G1E43,1507,2,1812.3648362132753,3.044448368147734e-07
낭도7,1004649.8608930841,1620400.3738051173,GR2_G1E41,1443,3,4153.06958701686,5.797777690434532e-08
낭도9,1005378.7311898911,1622257.9823678927,GR2_G1E43,1507,1,1378.5394906285105,5.26212727326018e-07
낭도9,1005378.7311898911,1622257.9823678927,GR2_G1E42,1444,2,2219.523631160068,2.029926743387747e-07
낭도9,1005378.7311898911,1622257.9823678927,GR2_G1E44,1508,3,3885.5960038844764,6.62345642677477e-08
낭도10,1005046.5494640477,1621585.910914639,GR2_G1E43,1507,1,1282.5564323088772,6.079204735150833e-07
낭도10,1005046.5494640477,1621585.910914639,GR2_G1E42,1444,2,1666.3063522404657,3.601555766111243e-07
낭도10,1005046.5494640477,1621585.910914639,GR2_G1E44,1508,3,4091.1982043144876,5.974463798551029e-08
낭도15,1006259.0224925746,1622189.6675845305,GR2_G1E43,1507,1,981.5521066655849,1.0379413889574435e-06
낭도15,1006259.0224925746,1622189.6675845305,GR2_G1E42,1444,2,3000.626679769427,1.1106469259349655e-07
낭도15,1006259.0224925746,1622189.6675845305,GR2_G1E44,1508,3,3024.342305191924,1.0932967660902829e-07
조발5,1004466.6086781224,1626400.7385311655,GR2_F2P21,1823,1,2013.2530516819631,2.46719320757449e-07
조발5,1004466.6086781224,1626400.7385311655,GR2_F2P22,1824,2,2491.8319565057036,1.6105062990307205e-07
조발5,1004466.6086781224,1626400.7385311655,GR2_F2P14,1886,3,4254.543981052049,5.524512251086079e-08
조발7,1005787.7676630088,1627759.622329699,GR2_F2P22,1824,1,601.7964578440173,2.761210692536692e-06
조발7,1005787.7676630088,1627759.622329699,GR2_F2P21,1823,2,2393.8615859752267,1.745025801785787e-07
조발7,1005787.7676630088,1627759.622329699,GR2_F2P23,1887,3,3345.9484797401446,8.93226218421671e-08
조발8,1005775.5101819141,1627706.7054051887,GR2_F2P22,1824,1,644.4525928418886,2.407781114000595e-06
조발8,1005775.5101819141,1627706.7054051887,GR2_F2P21,1823,2,2390.3561553920786,1.750147675389305e-07
조발8,1005775.5101819141,1627706.7054051887,GR2_F2P23,1887,3,3364.306042870609,8.835049159441996e-08
적금3,1001277.5062315263,1625098.0623897866,GR2_F2P14,1886,1,3103.2383242402284,1.0384119917520447e-07
적금3,1001277.5062315263,1625098.0623897866,GR2_F2P21,1823,2,3706.341915861982,7.279624970307033e-08
적금3,1001277.5062315263,1625098.0623897866,GR2_G1E41,1443,3,3954.734599251862,6.393891838187576e-08
적금4,1001371.2666691692,1625057.614129648,GR2_F2P14,1886,1,3164.9215592828514,9.983298464381225e-08
적금4,1001371.2666691692,1625057.614129648,GR2_F2P21,1823,2,3686.4550452431013,7.358377827035219e-08
적금4,1001371.2666691692,1625057.614129648,GR2_G1E41,1443,3,3932.824677146035,6.465331527029394e-08
적금6,1002685.3088787025,1625986.7291559158,GR2_F2P21,1823,1,2258.0363732252686,1.961272992653881e-07
적금6,1002685.3088787025,1625986.7291559158,GR2_F2P14,1886,2,3001.0888498811664,1.1103048712623854e-07
적금6,1002685.3088787025,1625986.7291559158,GR2_F2P22,1824,3,4170.808680961641,5.748564881940152e-08
적금7,1002715.7896079312,1625884.6205008957,GR2_F2P21,1823,1,2345.4531158128066,1.8178012966875313e-07
적금7,1002715.7896079312,1625884.6205008957,GR2_F2P14,1886,2,3095.534709997092,1.0435868511672241e-07
적금7,1002715.7896079312,1625884.6205008957,GR2_F2P22,1824,3,4198.19811398381,5.673801228260257e-08
여자5,1000768.4596514729,1640386.1594462271,GR2_F2M34,2002,1,1576.2529271346204,4.0248343706360663e-07
여자5,1000768.4596514729,1640386.1594462271,GR2_F2M41,1939,2,3075.672155371396,1.0571092481027835e-07
여자5,1000768.4596514729,1640386.1594462271,GR2_F2M33,2001,3,3415.3403381270005,8.572983496135695e-08
여자6,1001025.312059222,1640174.9785923455,GR2_F2M34,2002,1,1831.8064125323413,2.9801678179215605e-07
여자6,1001025.312059222,1640174.9785923455,GR2_F2M41,1939,2,2978.435919417879,1.1272582684087226e-07
여자6,1001025.312059222,1640174.9785923455,GR2_F2M33,2001,3,3741.0536243171164,7.145162366168306e-08
여자7,1000707.8694044672,1640059.596355341,GR2_F2M34,2002,1,1895.5297376706292,2.783163209106454e-07
여자7,1000707.8694044672,1640059.596355341,GR2_F2M41,1939,2,3303.4831008219357,9.163381779736672e-08
여자7,1000707.8694044672,1640059.596355341,GR2_F2M33,2001,3,3525.450528296584,8.045827470795414e-08
거문14,1007767.375490873,1562500.7370388068,GR2_G1P34,2030,1,3674.8491078506518,7.404929791690203e-08
거문14,1007767.375490873,1562500.7370388068,GR2_G1P33,2029,2,3692.3738197433854,7.334806178453236e-08
거문14,1007767.375490873,1562500.7370388068,GR2_G2F31,1461,3,3792.7886725215076,6.951566462154055e-08
거문29,1009862.3999672417,1560226.5023567877,GR2_G2F31,1461,1,1419.201324560249,4.964914440036254e-07
거문29,1009862.3999672417,1560226.5023567877,GR2_G2F32,1462,2,2514.357061705798,1.5817798114745005e-07
거문29,1009862.3999672417,1560226.5023567877,GR2_G2F24,1400,3,3761.2065314515676,7.0687985660937e-08
거문32,1009865.4852493369,1560039.5768625918,GR2_G2F31,1461,1,1260.0775326842572,6.298036746531617e-07
거문32,1009865.4852493369,1560039.5768625918,GR2_G2F32,1462,2,2424.699017175063,1.7009214315583265e-07
거문32,1009865.4852493369,1560039.5768625918,GR2_G2F24,1400,3,3706.3663837178487,7.279528856650042e-08
거문33,1009929.4467207028,1560037.2653083578,GR2_G2F31,1461,1,1294.0300974099343,5.971878806086852e-07
거문33,1009929.4467207028,1560037.2653083578,GR2_G2F32,1462,2,2366.243470909767,1.7859983986326045e-07
거문33,1009929.4467207028,1560037.2653083578,GR2_G2F24,1400,3,3767.0478932745455,7.046893140870844e-08
거문40,1010013.8644355736,1559514.0756486119,GR2_G2F31,1461,1,988.3389186310384,1.0237354936576245e-06
거문40,1010013.8644355736,1559514.0756486119,GR2_G2F32,1462,2,2102.5410653904028,2.2620954592070488e-07
거문40,1010013.8644355736,1559514.0756486119,GR2_G2F24,1400,3,3738.2601190288196,7.155845146181273e-08
동도17,1005673.2666955756,1571731.200414516,GR2_G1O23,1899,1,1247.6993712797253,6.423619510841471e-07
동도17,1005673.2666955756,1571731.200414516,GR2_G1O22,1836,2,2476.746055772667,1.6301852867944398e-07
동도17,1005673.2666955756,1571731.200414516,GR2_G1O24,1900,3,3657.255498931557,7.476345524342889e-08
동도18,1005726.3697342329,1571709.849216802,GR2_G1O23,1899,1,1240.5249096331104,6.498135142932565e-07
동도18,1005726.3697342329,1571709.849216802,GR2_G1O22,1836,2,2533.85713339653,1.5575273572494757e-07
동도18,1005726.3697342329,1571709.849216802,GR2_G1O24,1900,3,3612.989153718819,7.660668175225412e-08
동도19,1001571.1383698944,1568902.456421042,GR2_G1P31,1965,1,3170.6343524085983,9.947355415297508e-08
동도19,1001571.1383698944,1568902.456421042,GR2_G1P32,1966,2,3545.961930789987,7.953015483947888e-08
동도19,1001571.1383698944,1568902.456421042,GR2_G1O21,1835,3,4026.9036935318427,6.166766247522984e-08
손죽12,995459.6076849266,1584607.5944492607,GR2_G1L33,1773,1,2114.209791035227,2.2371945019989327e-07
손죽12,995459.6076849266,1584607.5944492607,GR2_G1L34,1774,2,3034.908917325254,1.0856969791290401e-07
손죽12,995459.6076849266,1584607.5944492607,GR2_G1L32,1710,3,4009.8384263786606,6.21936759111805e-08
손죽13,995449.0631915517,1584086.8592825052,GR2_G1L33,1773,1,2615.3453939357064,1.4619813512221683e-07
손죽13,995449.0631915517,1584086.8592825052,GR2_G1L34,1774,2,3411.734382996047,8.591115111620385e-08
손죽13,995449.0631915517,1584086.8592825052,GR2_G1L32,1710,3,4288.443851752695,5.43751564897195e-08
손죽15,995420.6639050199,1582983.4601630075,GR2_G1M43,2019,1,3311.1562269623764,9.120961365628218e-08
손죽15,995420.6639050199,1582983.4601630075,GR2_G1L33,1773,2,3694.3439037608123,7.326985395757529e-08
손죽15,995420.6639050199,1582983.4601630075,GR2_G1M44,2020,3,3990.888954271892,6.278569198672756e-08
손죽20,996949.9111756225,1581530.564893663,GR2_G1M44,2020,1,1966.8278515215045,2.5850395300132125e-07
손죽20,996949.9111756225,1581530.564893663,GR2_G1M43,2019,2,2767.402974897686,1.3057352733416537e-07
손죽20,996949.9111756225,1581530.564893663,GR2_G1N11,1829,3,4055.2969834522632,6.080714939213643e-08
손죽23,1003835.1487558228,1585842.0288434497,GR2_G1L42,1712,1,886.778977058539,1.271653146834596e-06
