번호,관련번호,상위번호,도서명,자료출처,지명유래,X좌표,Y좌표,유무인도,연육도현황,기타,도형정보
1802,반월2,4.69E+18,노루섬,고시,섬 모양이 노루처럼 생,118474.18,234156.97,0,,,POINT (118474.17672685737 234156.96763262706)
1803,반월3,4.69E+18,푸른섬,고시,섬의 숲이 우거져서 매,118909.07,234450.61,0,,,POINT (118909.07321963158 234450.61468172463)
1804,구대1,4.69E+18,소장도,수치,,115137.66,236631.58,0,,,POINT (115137.66358842731 236631.58218513447)
1805,구대2,4.69E+18,대장도,수치,,115152.68,236212.7,0,,,POINT (115152.68408781805 236212.6969163008)
1806,구대3,4.69E+18,담박도,고시,,114521.65,235327.38,1,,,POINT (114521.64666870442 235327.379845854)
1807,구대5,4.69E+18,대서도,고시,섬 지형이 쥐처럼 생겼,116430.1,235046.96,0,,,POINT (116430.0990125379 235046.95799189009)
1808,조발2,4.61E+18,조발2,,,249114.26,226436.07,0,,,POINT (249117.67098374997 226524.1071409303)
1809,한운2,4.69E+18,삼도,고시,세 개의 작은섬이 나란,112984.22,242355.87,0,,,POINT (112984.21810453478 242355.87064312026)
1810,한운3,4.69E+18,삼도,고시,세 개의 작은섬이 나란,113035.51,242224.97,0,,,POINT (113035.51054360913 242224.96812823217)
1811,한운4,4.69E+18,삼도,고시,세 개의 작은섬이 나란,113074.52,242130.47,0,,,POINT (113074.5175705221 242130.46922664664)
1812,한운5,4.69E+18,상사치도,고시,모래가 많고 지형이 꿩,113037.1,241263.19,1,,,POINT (113037.09938431466 241263.19201937522)
1813,한운6,4.69E+18,하사치도,고시,지형이 꿩같이 생겼으,113598.1,239898.32,1,,,POINT (113598.09822791714 239898.31882553955)
1814,한운9,4.69E+18,문동도,고시,,114575.84,242013.81,0,,,POINT (114575.83605685653 242013.81201216974)
1815,한운11,4.69E+18,안좌-1,부여,,115242.76,242374.4,0,,,POINT (115242.76420556735 242374.39573895454)
1816,시서1,4.69E+18,대도례도,고시,,115894.32,242318.76,0,,,POINT (115894.3160188027 242318.76180087158)
1817,시서2,4.69E+18,소도례도,고시,,115813.31,242798.56,0,,,POINT (115813.31308242005 242798.55679357407)
1818,시서3,4.69E+18,두꺼비섬,고시,섬 모양이 두꺼비처럼,117824.84,242303.16,0,,,POINT (117824.83759638465 242303.15876334265)
1819,마진1,4.69E+18,소마진도,고시,마진 서북쪽에 있는 작,119455.65,242527.48,0,,,POINT (119455.64577968675 242527.4792800012)
1820,팔금1,4.69E+18,팔금도,고시,,121521.73,243583.2,1,연도교,,POINT (121521.72518456093 243583.19563899643)
1821,대심1,4.69E+18,솥뚜껑섬,고시,소두랑처럼 생겨서 불,120226.13,242539.74,0,,,POINT (120226.13198692765 242539.74355106405)
1822,원산2,4.69E+18,매실도,고시,매실처럼 생긴섬이라 ,120454.12,245086.22,0,,,POINT (120454.12439197494 245086.21715415892)
1823,진고1,4.69E+18,장도,수치,,123914.79,242463.89,0,,,POINT (123914.78590708024 242463.8936098466)
1824,진고2,4.69E+18,화도,수치,,124308.29,242056.27,0,,,POINT (124308.29004333328 242056.27136644087)
1825,진고3,4.69E+18,불무기도,고시,바다 가운데 있는 외딴,128972.36,240630.99,0,,,POINT (128972.36250261049 240630.9907956957)
1826,이목1,4.69E+18,대삼부도,고시,예전에 삼가삼인이 낚,121806.07,247143.73,0,,,POINT (121806.06754151739 247143.72883210157)
1827,이목2,4.69E+18,매도,고시,매화나무가 있는 섬이,122860.85,247174.85,1,,,POINT (122860.85176100141 247174.8538618773)
1828,이목3,4.69E+18,일금도,고시,,123415.11,247453.81,0,,,POINT (123415.11265809381 247453.81364118314)
1829,이목4,4.69E+18,소삼부도,고시,삼가삼인(三哥三人)이,123047.78,248268.63,0,,,POINT (123047.78087918021 248268.6347242187)
1830,이목5,4.69E+18,암치도,고시,온 섬이 바위로 되어있,124340.36,249458.22,0,,,POINT (124340.36301291539 249458.2229310373)
1831,이목6,4.69E+18,농섬,고시,"농같이 생긴 섬이라서,",124355.32,247824.55,0,,,POINT (124355.31499030623 247824.54507721734)
1832,당고3,4.69E+18,넓은모래섬,고시,이 섬에 넓은 모래사장,125895.59,242649.98,0,,,POINT (125895.5865698521 242649.98417335784)
1833,도창1,4.69E+18,팥섬,수치,,116306.45,245972.24,0,,,POINT (116306.4495538324 245972.24202653108)
1834,수곡1,4.69E+18,추포도,수치,,114352.8,246520.78,1,연도교,,POINT (114352.79805588296 246520.77746182197)
1835,수곡2,4.69E+18,왼섬,고시,소포도라 전해내려 왔,113970.8,248790.32,0,,,POINT (113970.80494471999 248790.31838585454)
1836,수곡3,4.69E+18,둥구섬,고시,섬이 둥그렇게 생겼다,114768.77,248220.66,0,,,POINT (114768.77172407796 248220.65959988307)
1837,수곡4,4.69E+18,삽섬,수치,,114844.91,247974.43,0,,,POINT (114844.91256484091 247974.42713540845)
1838,수곡7,4.69E+18,시어머니섬,고시,무인도로 옛날 이곳으,114184.54,245081.17,0,,,POINT (114184.54036807759 245081.16703291523)
1839,수곡9,4.69E+18,조성도,고시,섬에 있는 돌이 빛과 ,114617.67,244592.18,0,,,POINT (114617.66529119044 244592.1788277491)
1840,와촌1,4.69E+18,치도,고시,섬의 지형이 꿩같이 생,116556.34,245450.63,0,,,POINT (116556.34403907607 245450.626569525)
1841,오상1,4.69E+18,원도,수치,,113286.52,250823.93,0,,,POINT (113286.51783385676 250823.9346530204)
1842,오상2,4.69E+18,노루섬,고시,섬의 모양이 노루같이,113709.12,250254.08,0,,,POINT (113709.12189779294 250254.07784730126)
1843,신석1,4.69E+18,소객도,고시,객섬 서남쪽에 있는 작,117633.16,252305.97,0,,,POINT (117633.16131641586 252305.96696671535)
1844,신석2,4.69E+18,객도,고시,오래 살려고 온 사람마,117900.51,252519.51,0,,,POINT (117900.50880587295 252519.508253041)
1845,신석3,4.69E+18,농암도,수치,,117586.16,252996.69,0,,,POINT (117586.15929558268 252996.68607268215)
1846,신석4,4.69E+18,까치섬,고시,"무인도로, 예전에 까치",118377.67,254287.25,0,,,POINT (118377.66704924051 254287.25077871396)
1847,신석5,4.69E+18,진목도,고시,참나무가 많이 생산되,118469.75,254952.12,0,,,POINT (118469.74951202275 254952.11991255014)
1848,신석6,4.69E+18,말목도,고시,섬의 지형이 말의 목덜,119549.04,254871.36,0,,,POINT (119549.03999574 254871.36198657)
1849,매화20,4.69E+18,둥병례섬,수치,,128028.29,258613.43,0,,,POINT (128274.37883069253 258704.72195241397)
1850,신석8,4.69E+18,재원도,고시,당사리의 당사도와 멀,121789.76,256073.35,0,,,POINT (121789.76404016334 256073.3498681184)
1851,신석9,4.69E+18,삼도,수치,,123524.28,255286.49,0,,,POINT (123524.2761085447 255286.49320381862)
1852,신석10,4.69E+18,삼밭섬,수치,,123966.6,255236.65,0,,,POINT (123966.60308902116 255236.64850315283)
1853,신석11,4.69E+18,초란도,고시,옛날부터 풀과 난초가,123895.02,254125.96,1,,,POINT (123895.01656942215 254125.956356625)
1854,신석12,4.69E+18,낙오도,고시,따로 따로 떨어져 있는,122852.41,251508,0,,,POINT (122852.41031663032 251507.99930122902)
1855,신석14,4.69E+18,암태-1,부여,,121180.58,254390.13,0,,,POINT (121180.58153069441 254390.12500351807)
1856,당사3,4.69E+18,암태-2,부여,,123534.64,254988.07,0,,,POINT (123534.63808750533 254988.07217944716)
1857,당사4,4.69E+18,똥섬1,수치,,125358.82,257761.99,0,,,POINT (125358.81834650307 257761.9908468282)
1858,당사5,4.69E+18,항도,고시,섬의 지형이 짐승의 목,124165.21,256072.09,0,,,POINT (124165.21055589546 256072.0900563763)
1859,당사6,4.69E+18,딴섬,수치,,124596.51,255099.92,0,,,POINT (124596.50810714015 255099.9208801242)
1860,당사7,4.69E+18,당사도,고시,,125384.98,255429.53,1,,,POINT (125384.97684111788 255429.52954709128)
1861,안도11,4.61E+18,안도11,,,273850.4,208742.52,0,,,POINT (273850.3994154353 208742.51777083921)
1862,가룡2,4.69E+18,대맥도,고시,할미섬에 살던 할머니,133833.02,257805.49,0,,,POINT (133833.01827474643 257805.48897367902)
1863,가룡3,4.69E+18,소맥도,고시,할미섬에 살던 할머니,133848.53,257611.75,0,,,POINT (133848.53182610177 257611.7493677992)
1864,가룡4,4.69E+18,할미섬,고시,지형이 할머니 허리처,134225.6,257855.23,0,,,POINT (134225.6032222298 257855.23003143026)
1865,가룡5,4.69E+18,돌섬,고시,,135070.57,258595.25,0,,,POINT (135070.56600339967 258595.25106210983)
1866,가룡6,4.69E+18,똥섬,고시,작고 동그란섬이라 하,137396.74,257808.6,0,,,POINT (137396.7437275401 257808.59667157033)
1867,고이1,4.69E+18,고이도,고시,섬 지형이 고이(고양이,134145.43,262257.62,1,,,POINT (134145.43251874138 262257.6199886683)
1868,고이2,4.69E+18,장고섬,고시,섬 모양이 장고(장구),133639.91,264160.21,0,,,POINT (133639.9095510348 264160.21136503975)
1869,고이3,4.69E+18,하삼도,고시,작은 섬 새 개가 모여 ,131700.02,263173.7,0,,,POINT (131700.01789410773 263173.6988993889)
1870,고이4,4.69E+18,중삼도,고시,작은 섬 새 개가 모여 ,131914.06,263034.98,0,,,POINT (131914.05748356797 263034.9816809076)
1871,고이5,4.69E+18,대삼도,고시,작은 섬 새 개가 모여 ,132009.92,263140.74,0,,,POINT (132009.91945221936 263140.742339944)
1872,고이6,4.69E+18,상남섬,행정,,133295.83,261654.68,0,,,POINT (133295.8329360624 261654.68106727046)
1873,고이7,4.69E+18,대옹덕도,행정,,133729.92,261264.96,0,,,POINT (133729.92062617285 261264.9633960704)
1874,고이8,4.69E+18,소옹덕도,행정,,134095.95,261365.51,0,,,POINT (134095.9460266539 261365.51078618638)
1875,고이10,4.69E+18,해두섬,고시,고이리 바다에 있는 섬,133283.01,260673.26,0,,,POINT (133283.00843173906 260673.2569146672)
1876,고이11,4.69E+18,송장섬,고시,섬이 흡사 사람 시체처,134164.08,260667.47,0,,,POINT (134164.0831607823 260667.46599706128)
1877,고이13,4.69E+18,대정섬,고시,솥처럼 생긴 두 섬중 ,133829.84,259886.15,0,,,POINT (133829.8418707066 259886.1472119774)
1878,고이14,4.69E+18,소정섬,고시,솥처럼 생긴 두 섬중 ,133892.43,259532.67,0,,,POINT (133892.4333221987 259532.66523078008)
1879,고이15,4.69E+18,대정섬-1,부여,,134225.9,259917.22,0,,,POINT (134225.9030444841 259917.2174361315)
1880,고이16,4.69E+18,고이도-1,부여,,134386.31,259898.69,0,,,POINT (134386.30732544186 259898.69274267525)
1881,고이17,4.69E+18,대식도,고시,밥알모양의 큰섬과 같,135705.42,259600.03,0,,,POINT (135705.42442285025 259600.02761156962)
1882,고이18,4.69E+18,소식도,고시,작은 밥알과 비슷하다,135858.02,259825.23,1,,,POINT (135858.0174181247 259825.22532444372)
1883,고이19,4.69E+18,복개섬,현지,,133669.42,260974.25,0,,,POINT (133669.41596926085 260974.2543517023)
1884,매화1,4.69E+18,매화도,고시,섬 모양이 매화꽃처럼,130206.04,259062.7,1,연도교,,POINT (130206.03811837797 259062.70479572687)
1885,횡간6,4.61E+18,횡간6,,,270520.27,218964.42,0,,,POINT (270520.2660674465 218964.42011245765)
1886,매화2,4.69E+18,마산도,고시,섬 모양이 말처럼 생겼,130704.35,261897.45,1,연도교,,POINT (130704.34541032357 261897.4511605588)
1887,매화3,4.69E+18,황마도,고시,섬 모양이 누런 말처럼,131746.24,261380.43,1,,,POINT (131746.23911799546 261380.43257249717)
1888,매화4,4.69E+18,피난섬,수치,,130332.88,263475.95,0,,,POINT (130332.88412186803 263475.9544492755)
1889,매화7,4.69E+18,동구섬,수치,,130199.92,262755.41,0,,,POINT (130199.9197767416 262755.40698206896)
1890,매화16,4.69E+18,고동섬,고시,고동처럼 생겼다하여 ,132196.57,258036.69,0,,,POINT (132196.56602481572 258036.68822661543)
1891,매화17,4.69E+18,명도,행정,,131827.7,257787.63,0,,,POINT (131827.69865680602 257787.6267190125)
1892,매화18,4.69E+18,조도,수치,,129397.49,257036.38,0,,,POINT (129397.49262929968 257036.37621020287)
1893,매화19,4.69E+18,소번덕도,고시,,128651.42,255448.53,0,,,POINT (128651.41575036873 255448.52678371134)
1894,매화21,4.69E+18,침해섬,수치,,127813.85,258819.16,0,,,POINT (127861.96170259063 258936.3937160661)
1895,동서1,4.69E+18,꼬막섬,고시,섬 모양이 꼬막이 엎어,136384.56,250372.86,0,,,POINT (136384.56033138098 250372.86383474054)
1896,동서2,4.69E+18,외안도,고시,압해도 본도에서 떨어,136530.13,249638.43,1,,,POINT (136530.13046963044 249638.43023704196)
1897,동서3,4.69E+18,소외안도,고시,기러기가 바다를 바라,136975.47,249836.11,0,,,POINT (136975.4701240352 249836.11011650274)
1898,대천1,4.69E+18,죽도,고시,대나무가 많아 죽도라,135255.28,250281.75,0,,,POINT (135255.27531092687 250281.75300124456)
1899,송공1,4.69E+18,역도,고시,송공산에서 태어난 송,128553.93,250732.81,0,,,POINT (128553.92735812128 250732.8112135834)
1900,신장1,4.69E+18,용도,고시,섬 모양이 용이 서리고,141581.66,247090.78,0,,,POINT (141581.66026334994 247090.77636961208)
1901,신장2,4.69E+18,정주도,고시,,141372.15,246618.64,0,,,POINT (141372.14894224366 246618.64232178516)
1902,장감1,4.69E+18,용출도,고시,이 섬에 바위굴이 있는,139429.06,246465.79,1,,,POINT (139429.06349614705 246465.7857365536)
1903,장감2,4.69E+18,오도,고시,부모에게 잘못을 한 이,139101.7,246201.45,0,,,POINT (139101.70303159652 246201.4538531826)
1904,장감3,4.69E+18,구례도,고시,거북이처럼 생긴 섬이,140410.48,246052.35,0,,,POINT (140410.483337047 246052.34757745272)
1905,가란1,4.69E+18,가란도,고시,봄이면 난초꽃이 만발,142113.99,253071.35,1,,,POINT (142113.9903438176 253071.34887842863)
1906,가란2,4.69E+18,대미도,고시,섬모양이 눈썹모양과 ,140431.76,254070.19,0,,,POINT (140431.7566934364 254070.19283757685)
1907,가란4,4.69E+18,버섬,수치,,142766.12,253956.57,0,,,POINT (142766.11933545745 253956.571495622)
1908,가란5,4.69E+18,까치섬,고시,섬 모양이 까치처럼 생,142525.58,252386.19,0,,,POINT (142525.5762797884 252386.18562685547)
1909,가란6,4.69E+18,솥섬,고시,모양이 솥처럼 생긴 섬,142100.71,251982.49,0,,,POINT (142100.70933009597 251982.48623068322)
1910,신월1,4.61E+18,신월1,,,263693.05,236169.23,0,,,POINT (263693.04775106994 236169.23493611004)
1911,경호2,4.61E+18,경호2,,,264996.04,236007.25,0,,,POINT (264996.0436176924 236007.2548648981)
1912,월내1,4.61E+18,월내1,,,266063.8,252108.19,0,,,POINT (266063.8011114405 252108.18828042474)
1913,개도11,4.61E+18,개도11,,,263114.31,218406.31,0,,,POINT (263114.30992869247 218406.31487663987)
1914,금성1,4.61E+18,금성1,,,269302.23,222085.39,0,,,POINT (269302.22632917593 222085.3870978608)
1915,봉전2,4.61E+18,봉전2,,,268701.88,245653.26,0,,,POINT (248700.3093726498 245654.18342592678)
1916,여동1,4.61E+18,여동1,,,254896.81,255275.01,0,,매립,POINT (254896.81222393096 255275.00705020566)
1917,덕촌7,4.61E+18,덕촌7,,,227384.34,157763.1,0,,,POINT (227384.33749925948 157763.09553721413)
1918,심장1,4.61E+18,심장1,,,270582.38,210893.46,0,,,POINT (270582.3834774318 210893.45991586405)
1919,심장2,4.61E+18,심장2,,,270527.39,210775.46,0,,,POINT (270527.38545536494 210775.45967942482)
1920,심장3,4.61E+18,심장3,,,270422.39,210719.46,0,,,POINT (270422.3867671364 210719.4584185693)
1921,심장4,4.61E+18,심장4,,,270784.39,210726.46,0,,,POINT (270784.384953445 210726.4636557529)
1922,심장5,4.61E+18,심장5,,,270854.39,210538.47,0,,,POINT (270854.38735960424 210538.46557353478)
1923,유송4,4.61E+18,유송4,,,270705.31,215748.44,0,,,POINT (270705.3121349109 215748.43838265497)
1924,유송5,4.61E+18,유송5,,,271250.31,215817.45,0,,,POINT (271250.308527425 215817.4460044012)
1925,안도7,4.61E+18,안도7,,,275655.35,211325.53,0,,,POINT (275655.3532530924 211325.53184488264)
1926,안도8,4.61E+18,안도8,,,275610.37,209854.54,0,,,POINT (275610.3749431711 209854.53817200125)
1927,안도9,4.61E+18,안도9,,,272895.39,209878.5,0,,,POINT (272895.3873474153 209878.49845400994)
1928,안도12,4.61E+18,안도12,,,272742.4,209073.5,0,,,POINT (272742.3997951521 209073.500053128)
1929,덕촌8,4.61E+18,덕촌8,,,229359.34,157272.13,0,,,POINT (229359.33536083158 157272.12510193052)
1930,연도6,4.61E+18,연도6,,,272243.44,206646.5,0,,,POINT (272243.43746285845 206646.50430109084)
1931,연도7,4.61E+18,연도7,,,275046.43,206542.55,0,,,POINT (275046.4258806667 206542.5456059783)
1932,연도8,4.61E+18,연도8,,,272105.47,204117.51,0,,,POINT (272105.4748715779 204117.5142397678)
1933,화태1,4.61E+18,화태1,,,267944.26,220409.38,0,,,POINT (267944.25737743214 220409.37545144872)
1934,횡간2,4.61E+18,횡간2,,,269951.24,220989.4,0,,,POINT (269951.23921456834 220989.40194038738)
1935,횡간4,4.61E+18,횡간4,,,269886.25,220149.41,0,,,POINT (269886.2518039703 220149.40508471505)
1936,횡간5,4.61E+18,횡간5,,,270598.26,219197.42,0,,,POINT (270598.26228850434 219197.4201206352)
1937,월호2,4.61E+18,월호2,,,262800.26,221643.29,0,,,POINT (262800.2643613516 221643.29440037184)
1938,개도2,4.61E+18,개도2,,,258657.34,218037.25,0,,,POINT (258657.3369389025 218037.2519692803)
1939,개도4,4.61E+18,개도4,,,258772.34,218070.25,0,,,POINT (258772.33590035097 218070.25347433612)
1940,상화1,4.61E+18,상화1,,,254495.29,222613.17,0,,,POINT (254495.29103013352 222613.16894947086)
1941,하화3,4.61E+18,하화3,,,255084.3,221662.18,0,,,POINT (255084.30190418885 221662.18222652795)
1942,낭도7,4.61E+18,낭도7,,,250529.34,220385.12,0,,,POINT (250529.3428549153 220385.12270137388)
1943,낭도9,4.61E+18,낭도9,,,251249.31,222247.12,0,,,POINT (251249.312386669 222247.12378955417)
1944,낭도10,4.61E+18,낭도10,,,250920.32,221573.12,0,,,POINT (250920.3237590321 221573.12240841024)
1945,낭도15,4.61E+18,낭도15,,,252130.31,222183.14,0,,,POINT (252130.30894861103 222183.13685309188)
1946,조발5,4.61E+18,조발5,,,250316.26,226387.09,0,,,POINT (250316.25713530811 226387.0894598416)
1947,조발7,4.61E+18,조발7,,,251631.23,227753.1,0,,,POINT (251631.23076973663 227753.10160875035)
1948,조발8,4.61E+18,조발8,,,251619.23,227700.1,0,,,POINT (251619.2315981108 227700.10170273785)
1949,적금3,4.61E+18,적금3,,,247132.29,225068.05,0,,,POINT (247132.29213696902 225068.05008769734)
1950,적금4,4.61E+18,적금4,,,247226.29,225028.05,0,,,POINT (247226.2922438746 225028.0516477279)
1951,적금6,4.61E+18,적금6,,,248536.27,225964.07,0,,,POINT (248536.27216034208 225964.06584259932)
1952,적금7,4.61E+18,적금7,,,248567.27,225862.07,0,,,POINT (248567.27347985847 225862.0668069828)
1953,여자5,4.61E+18,여자5,,,246547.07,240359.96,0,,,POINT (246547.07357637718 240359.96313591022)
1954,여자6,4.61E+18,여자6,,,246805.08,240149.97,0,,,POINT (246805.07530087105 240149.96797834116)
1955,여자7,4.61E+18,여자7,,,246488.08,240032.96,0,,,POINT (246488.07863209824 240032.9639789806)
1956,거문14,4.61E+18,거문14,,,253933.15,162476.44,0,,,POINT (253933.15317359357 162476.44491265726)
1957,거문29,4.61E+18,거문29,,,256040.18,160211.48,0,,,POINT (256040.17586951383 160211.48466579273)
1958,거문32,4.61E+18,거문32,,,256044.18,160024.49,0,,,POINT (256044.17848860583 160024.48554811446)
1959,거문33,4.61E+18,거문33,,,256108.18,160022.49,0,,,POINT (256108.17823751026 160022.48645942716)
1960,거문40,4.61E+18,거문40,,,256195.19,159499.49,0,,,POINT (256195.18523129186 159499.48999398068)
1961,덕촌3,4.61E+18,덕촌3,,,227221.34,157807.09,0,,,POINT (227221.3376295443 157807.09308218048)
1962,덕촌4,4.61E+18,덕촌4,,,227232.34,157793.09,0,,,POINT (227232.3377732095 157793.09329840617)
1963,덕촌5,4.61E+18,덕촌5,,,227239.34,157758.09,0,,,POINT (227239.33822525444 157758.09355557687)
1964,덕촌6,4.61E+18,덕촌6,,,227335.34,157778.09,0,,,POINT (227335.33751388546 157778.0947910581)
1965,동도8,4.61E+18,동도8,,,233521.26,161002.17,0,,,POINT (233521.26483485504 161002.16579504404)
1966,동도10,4.61E+18,동도10,,,235489.23,162927.18,0,,,POINT (235489.22914947342 162927.18438036437)
1967,동도17,4.61E+18,동도17,,,251792.98,171700.55,0,,,POINT (251792.98249069272 171700.55318327644)
1968,동도18,4.61E+18,동도18,,,251846.21,171679.45,0,,,POINT (251846.2125495603 171679.45403185056)
1969,동도19,4.61E+18,동도19,,,247702.99,168850.53,0,,,POINT (247702.99109512594 168850.52843929804)
1970,초도4,4.61E+18,초도4,,,224539.93,188342.91,0,,,POINT (224539.92542191382 188342.91131345666)
1971,초도5,4.61E+18,초도5,,,225407.94,187093.93,0,,,POINT (225407.9387239467 187093.92954778264)
1972,초도13,4.61E+18,초도13,,,224465,183081.94,0,,,POINT (224464.99933208377 183081.93580645765)
1973,초도15,4.61E+18,초도15,,,225749,182475.96,0,,,POINT (225746.63512888143 182924.40880275005)
1974,초도18,4.61E+18,초도18,,,224683,182668.94,0,,,POINT (224683.00405738808 182668.94084495975)
1975,초도20,4.61E+18,초도20,,,224854.01,182486.94,0,,,POINT (224854.0057825087 182486.94411093713)
1976,초도22,4.61E+18,초도22,,,224523.02,181875.94,0,,,POINT (224523.01588976843 181875.9424359806)
1977,초도23,4.61E+18,초도23,,,225045.02,181758.95,0,,,POINT (225045.0150355214 181758.95028640825)
1978,초도26,4.61E+18,초도26,,,221805.06,179829.91,0,,,POINT (221805.05735932357 179829.91441272222)
1979,손죽4,4.61E+18,손죽4,,,234613.87,188792.05,0,,,POINT (234613.87081628965 188792.05064442637)
1980,손죽10,4.61E+18,손죽10,,,232993.07,175198.09,0,,,POINT (232993.06930529364 175198.09259451687)
1981,손죽12,4.61E+18,손죽12,,,241511.9,184532.17,0,,,POINT (241511.89834701153 184532.16832302796)
1982,손죽13,4.61E+18,손죽13,,,241503.91,184011.17,0,,,POINT (241503.9057432085 184011.17067473935)
1983,손죽15,4.61E+18,손죽15,,,241480.92,182907.18,0,,,POINT (241480.92143788846 182907.17556469253)
1984,손죽20,4.61E+18,손죽20,,,243017.93,181461.2,0,,,POINT (243017.9346978112 181461.20407298527)
1985,손죽23,4.61E+18,손죽23,,,249884.84,185808.28,0,,,POINT (249884.84125821144 185808.28095890413)
1986,손죽24,4.61E+18,손죽24,,,249778.84,185750.28,0,,,POINT (249778.84257395813 185750.27972450876)
1987,손죽25,4.61E+18,손죽25,,,249847.84,185738.28,0,,,POINT (249847.84242446715 185738.28076136374)
1988,손죽26,4.61E+18,손죽26,,,249586.85,185364.28,0,,,POINT (249586.84894792922 185364.27880647115)
1989,손죽26,4.61E+18,손죽27,,,249339.05,185228.33,0,,,POINT (249339.05202756624 185228.32592380926)
1990,한운4,4.69E+18,한운4,,,113866.79,258898.17,0,,,POINT (113866.79161742174 258898.1702764993)
1991,삼마2,4.68E+18,삼마2,,,146579.95,206735.92,1,,,POINT (146579.94695600696 206735.92047353543)
1992,삼마5,4.68E+18,삼마5,,,147702.86,204516.86,1,,,POINT (147702.85656281328 204516.85685651004)
1993,삼마6,4.68E+18,삼마6,,,148132.67,204560.5,1,,,POINT (148132.67262232018 204560.4953826744)
1994,어의9,4.69E+18,어의9,,,128890.81,282115.51,0,,,POINT (128890.80836756079 282115.506808953)
1995,탄동4,4.69E+18,탄동4,,,125769.46,268358.86,0,,,POINT (125769.45652684958 268358.8586756944)
1996,탄동5,4.69E+18,탄동5,,,126197.14,268294.03,0,,,POINT (126197.14476398387 268294.03092174174)
1997,탄동6,4.69E+18,탄동6,,,126899.94,268846.79,0,,,POINT (126899.94486128385 268846.7910710384)
1998,탄동7,4.69E+18,탄동7,,,126054.37,267730.11,0,,,POINT (126054.37034804479 267730.1084940511)
1999,당촌7,4.69E+18,당촌7,,,120436.34,272761,0,,,POINT (120436.33668442187 272761.0002120842)
2000,태천8,4.69E+18,태천8,,,130196.76,267609.23,0,,,POINT (130196.75643558208 267609.22887872846)
2001,태천9,4.69E+18,태천9,,,129912.68,266927.37,0,,,POINT (129912.68351508309 266927.37022702897)
2002,태천10,4.69E+18,태천10,,,128312.74,271255.57,0,,,POINT (128312.74015041959 271255.5663389751)
2003,태천11,4.69E+18,태천11,,,128018.05,271206.33,0,,,POINT (128018.04665256057 271206.32861113996)
2004,태천12,4.69E+18,태천12,,,128066.44,270852.11,0,,,POINT (128066.43920268824 270852.1064909029)
2005,태천13,4.69E+18,태천13,,,128209.78,270880.06,0,,,POINT (128209.77993135511 270880.0562788006)
2006,태천14,4.69E+18,태천14,,,128223.1,270663.7,0,,,POINT (128223.09981126683 270663.6978146577)
2007,태천15,4.69E+18,태천15,,,128345.26,270525.21,0,,,POINT (128345.2619504405 270525.21335339855)
2008,선도1,4.69E+18,선도1,,,131034.93,263737.95,0,,,POINT (131034.92624602809 263737.95332540484)
2009,방축11,4.69E+18,방축11,,,117474.43,267371.99,0,,,POINT (117474.42853623835 267371.9939269289)
2010,대초10,4.69E+18,대초10,,,125164.85,266195.43,0,,,POINT (125164.85378605292 266195.43193338346)
2011,대초11,4.69E+18,대초11,,,125276.39,265857.75,0,,,POINT (125276.386701051 265857.7505593107)
2012,대초12,4.69E+18,대초12,,,125198.21,265664.01,0,,,POINT (125198.21482488174 265664.0067009849)
2013,대초13,4.69E+18,대초13,,,123197.63,260809.76,0,,,POINT (123197.62619382201 260809.75965731114)
2014,대초14,4.69E+18,대초14,,,123023.22,260630.51,0,,,POINT (123023.22269951302 260630.51240060944)
2015,대초20,4.69E+18,대초20,,,123687.05,258978.04,0,,,POINT (123687.05105968125 258978.03564523754)
2016,대초21,4.69E+18,대초21,,,123892.32,258771.24,0,,,POINT (123892.32360935614 258771.2437096773)
2017,대초22,4.69E+18,대초22,,,123778.26,258896.1,0,,,POINT (123778.25961308776 258896.10338974488)
2018,대초23,4.69E+18,대초23,,,124373.86,259190.97,0,,,POINT (124373.86396278677 259190.97065381374)
2019,대초24,4.69E+18,대초24,,,124534.01,259128.87,0,,,POINT (124534.01082582492 259128.86521254666)
2020,대초25,4.69E+18,대초25,,,124695.19,259232.15,0,,,POINT (124695.18543650917 259232.14776363492)
2021,대초27,4.69E+18,대초27,,,124097.77,258206.26,0,,,POINT (124097.76802016098 258206.2569876241)
2022,우전6,4.69E+18,우전6,,,120948.16,261488.48,0,,,POINT (120948.15882782378 261488.48490677238)
2023,우전7,4.69E+18,우전7,,,122218.93,263420.31,0,,,POINT (122218.933757158 263420.3101310328)
2024,우전8,4.69E+18,우전8,,,122371.43,263489.22,0,,,POINT (122371.43287900365 263489.2247742649)
2025,병풍18,4.69E+18,병풍18,,,129395.46,265706.38,0,,,POINT (129395.46439236793 265706.38073217473)
2026,병풍19,4.69E+18,병풍19,,,129625.83,265340.16,0,,,POINT (129625.82898268475 265340.1611518247)
2027,병풍20,4.69E+18,병풍20,,,128446.21,264200.18,0,,,POINT (128446.21279635075 264200.1761036546)
2028,병풍21,4.69E+18,병풍21,,,129568.97,263763.44,0,,,POINT (129568.97487303813 263763.4391374824)
2029,병풍22,4.69E+18,병풍22,,,126804.25,263262.05,0,,,POINT (126804.24667421481 263262.046521363)
2030,병풍23,4.69E+18,병풍23,,,127025.37,262834.61,0,,,POINT (127025.37414203915 262834.6061838441)
2031,병풍24,4.69E+18,병풍24,,,125883.49,258656.4,0,,,POINT (125883.49099320508 258656.40246240847)
