src_node,dst_node,island_name,release_point_id,attn_layer1_mean,attn_layer2
123,138,해남예락,124,0.04227645,0.09333599
123,139,해남송평,124,0.00489113,0.016087523
123,140,완도신지도,124,0.0034225143,0.00040971718
123,141,여수백야도,124,0.004275726,1.9059431e-05
123,142,고흥염포,124,0.0153405275,4.3894725e-06
123,152,여수거문도,124,0.025910642,1.7825754e-06
123,153,여수안도,124,0.0045551173,1.1904827e-05
123,154,완도보길도,124,0.00560601,0.013601682
123,155,완도평일도,124,0.0058120713,1.2973076e-05
124,130,고흥신흥,125,0.0028166133,0.0011235193
124,131,여수반월,125,0.0040803086,7.2734147e-06
124,132,사천아두도,125,0.002168282,0.0006094547
124,141,여수백야도,125,0.003103288,9.137671e-05
124,142,고흥염포,125,0.003928624,0.00046619272
124,143,남해유구,125,0.0029647541,1.5568956e-05
124,152,여수거문도,125,0.004213365,0.0010065372
124,153,여수안도,125,0.015485073,4.3016684e-07
124,155,완도평일도,125,0.041008037,0.1319269
124,158,통영욕지도,125,0.00423597,6.279002e-05
125,131,여수반월,126,0.0053767036,0.007608918
125,132,사천아두도,126,0.08667468,0.10385154
125,133,통영망일봉,126,0.0027447199,0.0026263737
125,141,여수백야도,126,0.014713724,0.026273249
125,143,남해유구,126,0.0026449983,0.0029696806
125,146,고성하일,126,0.0028229614,0.002219192
125,153,여수안도,126,0.002428032,0.00028051503
125,158,통영욕지도,126,0.009414988,8.726478e-06
126,133,통영망일봉,127,0.2303603,0.73387617
126,144,거제두모,127,0.056432158,0.18919423
126,158,통영욕지도,127,0.0043987036,0.010616528
0,0,?,1,1.0,1.0
1,1,?,2,1.0,1.0
2,2,?,3,1.0,1.0
3,3,?,4,1.0,1.0
4,4,?,5,1.0,1.0
5,5,?,6,1.0,1.0
6,6,?,7,1.0,1.0
7,7,?,8,1.0,1.0
8,8,?,9,1.0,1.0
9,9,?,10,1.0,1.0
10,10,?,11,1.0,1.0
11,11,?,12,1.0,1.0
12,12,?,13,1.0,1.0
13,13,?,14,1.0,1.0
14,14,?,15,1.0,1.0
15,15,?,16,1.0,1.0
16,16,?,17,1.0,1.0
17,17,?,18,1.0,1.0
18,18,?,19,1.0,1.0
19,19,?,20,1.0,1.0
20,20,?,21,1.0,1.0
21,21,?,22,1.0,1.0
22,22,?,23,1.0,1.0
23,23,?,24,1.0,1.0
24,24,?,25,1.0,1.0
25,25,?,26,1.0,1.0
26,26,?,27,1.0,1.0
27,27,?,28,1.0,1.0
28,28,?,29,1.0,1.0
29,29,?,30,1.0,1.0
30,30,?,31,1.0,1.0
31,31,?,32,1.0,1.0
32,32,?,33,1.0,1.0
33,33,?,34,1.0,1.0
34,34,?,35,1.0,1.0
35,35,?,36,1.0,1.0
36,36,?,37,1.0,1.0
37,37,?,38,1.0,1.0
38,38,?,39,1.0,1.0
39,39,?,40,1.0,1.0
40,40,?,41,1.0,1.0
41,41,?,42,1.0,1.0
42,42,?,43,1.0,1.0
43,43,?,44,1.0,1.0
44,44,?,45,1.0,1.0
45,45,?,46,1.0,1.0
46,46,?,47,1.0,1.0
47,47,?,48,1.0,1.0
48,48,?,49,1.0,1.0
49,49,?,50,1.0,1.0
50,50,?,51,1.0,1.0
51,51,?,52,1.0,1.0
52,52,?,53,1.0,1.0
53,53,?,54,1.0,1.0
54,54,?,55,1.0,1.0
55,55,?,56,1.0,1.0
56,56,?,57,1.0,1.0
57,57,?,58,1.0,1.0
58,58,?,59,1.0,1.0
59,59,?,60,1.0,1.0
60,60,?,61,1.0,1.0
61,61,?,62,1.0,1.0
62,62,?,63,1.0,1.0
63,63,?,64,1.0,1.0
64,64,?,65,1.0,1.0
65,65,?,66,1.0,1.0
66,66,?,67,1.0,1.0
67,67,?,68,1.0,1.0
68,68,?,69,1.0,1.0
69,69,?,70,1.0,1.0
70,70,?,71,1.0,1.0
71,71,?,72,1.0,1.0
72,72,?,73,1.0,1.0
73,73,?,74,1.0,1.0
74,74,?,75,1.0,1.0
75,75,?,76,1.0,1.0
76,76,?,77,1.0,1.0
77,77,?,78,1.0,1.0
78,78,?,79,1.0,1.0
79,79,?,80,1.0,1.0
80,80,?,81,1.0,1.0
81,81,?,82,1.0,1.0
82,82,?,83,1.0,1.0
83,83,?,84,1.0,1.0
84,84,?,85,1.0,1.0
85,85,?,86,1.0,1.0
86,86,?,87,1.0,1.0
87,87,?,88,1.0,1.0
88,88,?,89,1.0,1.0
89,89,?,90,1.0,1.0
90,90,?,91,1.0,1.0
91,91,?,92,1.0,1.0
92,92,?,93,1.0,1.0
93,93,?,94,1.0,1.0
94,94,?,95,1.0,1.0
